text,negative_ny,distortion,magnitude,category,quote,userid,time
"Don't be drag, just be a queen  Whether you're broke or evergreen  You're black, white, beige, chola descent  You're lebanese, you're orient  Whether life's disabilities  Left you outcast, bullied or teased  Rejoice and love yourself today  'Cause baby, you were Born This Way ~<3~",2,,,,,3fef95ce520c7d75408cd36ad6c4fdc6,2011-02-11 20:37:05
has now waisted 3 more hours of his life speaking to a technician that didn't know what they were talking about... ARGH,1,,3,,,216924ec52555944d3d64c52390b359f,2009-11-30 11:12:15
"To the dickwads who sat in the table next to me: Yeah, insulting me in Korean behind my back thinking that I wouldn't understand... Go back into the recess of the fucking cess pool you fucking crawled out of, you dumb fucks! Love, Eileen",1,,4,,,3d7847b1c33b5f5811208b4aa1a7ffbd,2009-10-07 12:54:19
"Something interesting to do: Write a to-do list of things you want to learn//projects you want to do. Try working on maybe one of them, but fold up the list and put it somewhere you can forget about (like a shelf), but somewhere that it won't get completely lost. Wait months, maybe year, and find it again. See what's gotten done. It's very satisfying when you realize how much progress you can make.",2,,,,,30a277c368cd776e50dab73b9b16fc88,2010-04-16 3:17:07
Like my status:  1st - I'll give you a hug when i see you (:  2nd - I'll change my middle name top yours  3rd - I'll say 'I love you.' on your wall.  4th - I'll rate you of of 10  ...5th - I'll change my profile pic to yours.  kgo (:   and if no one likes this i'll assume you all want me to die. okay now go.,2,,,,,7127a3528a9fbe068e772cf247e8c574,2011-03-12 7:36:35
Mouthy little cunts thinking ur able 2 talk that shit when u see that he's arse is claimed. Wtf you Ugly cunt,1,,5,,,320c7c0997ad8fdfd0fdf6ee1832c64e,2010-09-30 23:54:07
"the first law of location states that: no matter where you end up, thats where you are. the second law of location states that: no matter where you are, if it its not where you want to be, it sucks. right now houston sucks.",1,,3,,,0a7cad88b8fa4d2682b1c52376a81800,2010-03-10 1:21:25
"thinks it's a beautiful day to go rock my socks off at the Daisies. Going to be wild, so pack your Essentiales!",2,,,,,9138a4af7fa7a5c5bf363d867ff6c56c,2009-10-09 7:26:34
Happy Anniversary to the Hubbs! I love you! There are so many things I appreciate you. From you spending the night with me while I was in the hospital to the way you cook dinner for us while I am at work. Here's to many more years to living and sharing our lives together.,2,,,,,40d664f87814a7aec6739b595ae9d489,2011-02-27 23:56:26
"catching up on FB if I have not posted to you yet don't worry I am just thinking of somthing worthy to say. feel free however to give me ideas of what you want me to say. ....yes I am in a focused mood, thanks for asking",2,,,,,75e98b37ba7021fad48973d5a54006c5,2011-05-16 1:32:55
"You know when you spend hours on an essay and don't save it for a while then your laptop decides to crash just to spite you because you didn't save it? Yeah, I could cry.",1,,4,,,1c1a61d11a10f9fa967f250095792db3,2009-12-28 21:28:18
"┬ôIf all my friends were to jump off a bridge, I wouldn't follow. I'd be at the bottom to catch them when they fall.┬ö",2,,,,,18777be6f07a938f5e4525eeb77dfdb2,2011-07-20 22:04:28
"I can see my breath. Is THAT cold enough!? Frick!!! Christmas is-a-comin'!!! Yay!!! Need to nab our tree and make our lists to Santee Claus! Happy Holidays, everyone!",2,,,,,0f5a74a52427ba6956749aff0076e527,2010-12-06 15:36:32
"the room is empty except for these saddened eyes that find refuge in emptiness// friends come and go lovers come and go but love itself never wavers// emptiness is my refuge emptiness is my resting place everywhere I turn, the end of boundaries awaits// take sadness now take happiness also leave only clear vision-Nirmala",1,,2,,,14b2dae4fdcf31c96aefd3f94f9c13c2,2011-03-11 22:49:11
"You're off to see the wizard... Look on your profile page on the left, your first eight friends are going to Oz with you, plus one poor unfortunate who won't... No Cheating!   Wicked Witch: Kelly Chestnut  Cowardly Lion: Nick Dafler  Representing the Lollipop Guild: Joe Branham  Good Witch of the North: Amanda Bell  Tin Man: Roger W. Downs  Scarecrow: Kasey Weaver  Winged Monkey: Hayley Guay  Gets a House Dropped on: Low D Boring",2,,,,,276d9dae51d0748f843b3525458ef54e,2011-09-10 5:26:19
"I want something serious and don't have time for love game and tricks. If you are interested, let's try and see how it goes. If you aren't, let me move on and don't waste my time.",2,,,,,c27f06a64c74ff8d8593da7861f81ec8,2011-03-04 13:25:17
"I is being laughed at for collating a folder for our few days away in sunny Warwick and Brumland... I can't help it. Once a camp leader, always a camp leader!",2,,,,,2f2715ad375a34ed99d36e8d176a06c2,2011-04-09 20:50:48
"is up at 12:59am and thinking, what's on his mind? /To be or not to be... asleep./"" That is the question... /""Must finish posts",2,,,,,8faf4d2ee4825edc1e526a13130b9bf2,2010-09-27 6:06:27
Finaly I get to take a nap!!!! oh bed here I come thats if Sage lets me sleep longer than 30 minutes oh well anything helps I suppose Ah the life of a mom...,2,,,,,0ab7efcd582b43d58c1fec65058efa72,2011-04-01 16:52:40
I wanna go to the Hawkesbury Show... At night... And see how beautiful the view from the ferris wheel is... <3,2,,,,,d5380466e18422d7b2c2d54d57cbbde2,2010-04-23 12:03:47
"Mickey  Mouse is in divorce court, and the judge looks at him and says / So you  want to divorce your wife because you say she's crazy",2,,,,,3a22ecf7125d120b6ca783020d86cb40,2010-11-06 12:09:22
"Random Quote of the Day: Water is fluid, soft, and yielding. But water will wear away rock, which is rigid and cannot yield. As a rule, whatever is fluid, soft, and yielding will overcome whatever is rigid and hard. This is another paradox: what is soft is strong - Lao Tzu",2,,,,1,7f1e19cf6c828b2b6a6953fa127a0351,2010-02-09 2:27:35
Wants to have some of that snow hit down here in the south. I like snow but I rarely get to see any.,2,,,,,9d73ecd9cf815d8bc340cd1bb8e94cfb,2010-01-30 22:06:17
I was going to buy beef jerky for my cousin as part of her birthday gift but then I thought about it and I would feel like I was buying drugs. But I know what I'm going to get her now.,2,,,,,3c71c9bfcbdabf80dec5765e2677a4c3,2010-04-18 2:15:11
Tell me citizens of Singapore why do i find it hard 2 trust some ppl i cant even trust my own family and my blog is dead 4 a while ill be posting soon suckers !!!,1,,4,,,d42f4945517c45eb2ba65aad271b0fd9,2010-07-12 21:07:29
I'm back from my 2 week tour of the midwest! I had a great time and I met new people. I even conquered some old fears! Thanks to Ira Gordon of TCT and my parents for making this possible!,2,,,,,972969df02fff083c851056621d050ef,2010-07-12 15:08:47
And I feel as though I've known you since a thousand years And you tell me that you've seen my face before And you said to me that you don't want me hanging around many times wanna do it here before Oh yeah I never heard a single word about you Falling in love wasn't my plan I never thought that I would be your lover Come on baby just understand,2,,,,1,ad4d36d7204c1530315ce6b34adec2b4,2010-07-19 10:33:43
"Toured the Vanderbilt campus today with Melissa Martin Hutchison! Really great school and med center, can't wait to volunteer this summer!",2,,,,,4764518d32334248e6ebbf681a18fd0c,2011-01-05 4:08:33
"Every night, a truck pulls up to my neighborhood bagel shop and pumps about a ton of flour into underground tanks, and the air is filled with white dust that never seems to land--why is that?",1,,1,,,0765c56b2da0e50568488dbbbe93751b,2011-02-06 11:47:00
"camden town 2morrow nite! new place, new face...wonder wot emmas got install for me! allways full of surprises.....why iv wasted this long staying round this shithole i dont know! emma...watch urself for a messy nite! luv our weekends xxx",2,,,,,320c7c0997ad8fdfd0fdf6ee1832c64e,2010-01-22 0:52:44
"wondering whose a bigger pessimist the one who creates negative words or the one who uses these words... I guess the optimist who can't use these words... I am confused, are you too?",2,,,,,ee80ca05f30be964d06d81003f50ee76,2011-04-05 19:17:28
"I'm a bitch, I'm a lover, I'm a child, I'm a mother  I'm a sinner, I'm a saint, I do not feel ashamed  I'm your hell, I'm your dream, I'm nothing in between  You know you wouldn't want it any other way!!  (Just had to say it again!)",2,,,,1,bf45ea766695c09187b2d67d0fe6da3f,2011-01-26 18:55:44
"/Too bad that all the people who know how to run the country are busy driving taxi cabs and cutting hair/"" - George Burns""",1,,2,,1,1c1a87c25993e30ed27d821e61e51c67,2011-02-25 4:23:29
"is a pathetic, miserable slacker who is probably going to die alone because she is incapable of feeling empathy and cannot relate to other people. There, I said it. XP",1,1,3,personalizing,,67207f4a005815aa28c2134f6a68fb05,2009-09-30 12:13:23
"The lifetime that you spend, will not be returned, to be lived over again. Further on, further on children, further on, further down the line.",2,,,,,3d7847b1c33b5f5811208b4aa1a7ffbd,2009-12-09 6:40:37
well... shit... my external hard drive just corrupted its self beyond saving... There goes all my school work from the past few weeks in game design.,2,,,,,13581f4144de9e22603059aa418fa79a,2011-03-31 7:03:27
Oh I way underestimated myself this time. I almost went early hominid on some one today--I controlled the urge to throw feces. Wow am I proud. :),2,,,,,539519d42e181b767985e718dc6c907f,2011-03-24 21:33:33
"needs to get off now. Goodnight everyone. I hope you've all had an incredible day. Tomorrow's a brand new day with brand new surprises, let's all make it a good one. Sleep tight guys.",2,,,,,3e6f69fc89da71e8237c717ac218677b,2009-11-11 5:55:42
"Sandstorm perceived as a rodeo's(BUSH) blunder is actually turning out to be a blessing in disguise for the people of Egypt, most parts of Africa stretching till Iran... cry for democracy now is the real game changer... Oil trade bound to be redefined...",2,,,,,ee80ca05f30be964d06d81003f50ee76,2011-02-07 15:49:07
"Where am I, where am I going, I totally got CRS Feels like my brains deteriorating at a rapid pace and the whole week went down the s#!tter and not a lot of work got done thank god tomorrow is friday I need a desperate getaway wish I could leave my thoughts at home though, next week has to be more productive.... Heading to the office -_-",1,,4,,,009d96a823b6f6c085c092fb177491f6,2011-03-03 12:44:58
"Nickelodeon is bringing back Invader ZIM . . . for one month. Can't they just replace a show about a male cow with something that is actually, I don't know, not stupid?",1,,2,,,6cfb7bd0f6704a58accdf47ca8636ab3,2010-01-24 4:40:08
"my mum made a ton of these TIIIIDY peanutbutter cookies, but the ole' hag took them into her work and let the cookie -theivin bams there scran them! cheers mum!!",2,,,,,0e8f270a9b126c3839044391deb1d4e2,2011-05-14 18:29:50
I'm going out tonight with Lisa and the 2 Ashley's to see a movie and hang out!! =D super EXCITED!! Now I have to go get ready and put on my outfit!,2,,,,,e3be456ec1669b09dbee516fb60ee0d2,2010-03-05 0:58:54
OMG!!!!!my son appearently got into one of my drawers..he comes down the hallway with one of my bras..lol and hands it to me...i guess mommy needs a better bra..lol,2,,,,,3a22ecf7125d120b6ca783020d86cb40,2011-05-04 17:57:30
"-ONE DAY 'TIL BREAK PEOPLES!!!! Hope my teachers don't give alot of homework, but then again, it's not like i do it anyway ;D",2,,,,,564b5be839219d34ac91b2fa031aed61,2009-12-22 22:58:46
U dont no how sick u make me ... U make me fukin sick t ma stomach everytime i think of u a vomit...,1,2,5,blaming,,cbc0e7679349c25766cfaca3a764f333,2010-07-05 18:33:28
"tonight was fun. made it to round 29 on zombies on one try. Kinda makes me wonder why billy and i can only make it to 26. Guess he sucks lol. Otherwise i got to spend time with the family. Learned my brother's and my taste in music is still very similar even though we don't see each other much, and that Jelly is a pretty cool kid. on the down side, i had to buy a full tank of gas lol.",2,,,,,dbd7fba7e17bf39251d01d88dd758c34,2011-02-28 6:27:22
Is looking forward 2 goin 2 work 2morrow :) havin a job has been a big help gettin me back 2 my ol self! Ive smiled more n the last 3 wks than n the last 2 yrs.,2,,,,,70508863b817fd43b69b5328a2ee91a0,2010-08-31 1:02:44
"we are the ones. we get knocked down. we get back up and stand above the crowd, we are one. who's sick of wondering if it's life or death?",2,,,,,fc1c9fb6c64740edcbbf8cfe9dde8b02,2010-02-23 22:43:47
It takes 7 seconds for food to pass from mouth to stomach. A human hair can hold 3kg. The length of a penis is 3 times the length of the thumb. The femur is as hard as concrete. A woman's heart beats faster than a man's. Women blink 2x as much as men. We use 300 muscles just to keep our balance when we stand. A woman has read this entire text. The man is still looking at his thumb. Re-post if this made you smile :),2,,,,,7d92087eca047976d0f16d1b5085ccba,2011-03-03 5:51:38
"Fight with your heart, and you're Destined For Glory  But fight without honor, and you're destined to fall  Fight with your heart, and you're Destined For Glory  But fight without soul and you will lose it all  - Hammerfall",2,,,,,eadb4d696eccf49f6e168e3610144d4c,2010-10-28 3:37:17
