hash,text,count
1213502743260453496,"Cleaning to the tunes of Katy Perry & Pink... With the parrot singing, whistling, squawking and dancing to the music!! I have very musical pets... :P too funny!! :D","[0, 0, 0, 0, 0, 0]"
-8941574416456181524,"yeah so...dreams about slim jims, skittles, slushies, cheese puffs, and popcorn!xD  ~i cant believe i laughed at that!:x it was about a spider!xD  ~keep telling yourself that!:P","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
742826015892440459,who are you? god  you mean the god? the one and only  why are you in our wall? to eat your cat,"[0, 2, 0, 0, 0, 0, 0, 0, 0]"
-9002637564927200243,"After messing with my phone and fucking it up, I finally managed to fix my mess and return the phone back to normal. :)","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
2144805882503403725,"feels like she's had a chisel, screw driver and a set of plyers in her mouth... oh wait... I did. Apparently the pain should peak tomorrow :(","[0, 0, 0, 0, 0]"
6450241024805368211,"so we start school on the 8th, and then we don`t have school the 9th and 10th. what the hell, why couldn`t they just give us the entire week off ? ://","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3900777898020435000,Kayla Peterson called me at 1 am to tell me that her nephew was born. So SHE loves ME more. BEAT THAT TAYLOR!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
-8161907578739214054,"There's a part of me you'll never know, The only fear I'll never show, Hopelessly, I'll love you endlessly, Hopelessly, I'll give you everything, But I won't give you up, I won't let you down, And I won't leave you falling, If the moment ever comes....","[0, 4, 4, 0, 0, 4, 4, 0]"
-5202312851424604585,"Gettin ready to start tearing off, making sure I ll have money for Lazerfest on Sunday! Already have enough, but I might as well have a damn good time! If I have to travel I better make the best of it!","[0, 8, 0, 4, 0, 0, 0, 0, 0, 0]"
6493320238896313309,listening to people do math makes me glad that math and I reached an understanding long ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-1597462985831875267,Just built a snow cave big enough for me to lay down in. first time iv made one since i was 12 lol,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
282409542227674151,"It is not easy to find happiness in ourselves, and it is not possible to find it elsewhere.  Agnes Repplier","[3, 1, 1, 0, 2, 0, 0, 2, 2]"
5120936810937626032,"I'm a bitch, I'm a lover, I'm a child, I'm a mother  I'm a sinner, I'm a saint, I do not feel ashamed  I'm your hell, I'm your dream, I'm nothing in between  You know you wouldn't want it any other way!!","[8, 0, 0, 2, 2, 0, 0, 0, 2]"
-52496020691907631,"loves the library - I get lost everytime I go in there :) and almost expect to find hidden secret chambers, magical worlds, moving staircases and flying books haha","[0, 0, 0, 0, 2, 0, 0, 0, 0]"
5467595618883293921,Good Morning Everyone!!..of course by the time I get back on here it will be evening...:) Hope you are all doing great!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6439788306742964839,"I'll be at our cabin in the mountains until close to when school starts, so no internet interactions for awhile due to, well, a lack of internet. I'll try to respond to any birthday wishes or other comments as soon as I return.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7098112172906178597,"Well, i have wondered for a while how long it would take me to get from centre to bucksburn on foot....turns out its around 40 minutes...i need a shower :)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2940693295845001227,i dont think men quite understand the complex task of shavin yer foof in a shower!! all the awkward positions and squatting and hard to reach places that if i wasny able to get my legs behind my heid i would be fucked :( !! then the itchiness afterwards OMG ahhhhh >:( we go to a lot of effort and that should be ignored!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5162815728631511984,if it weren't for the necessity of finding a restroom i don't think i could conjure the motivation to actualy do anything today,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2446435649342731576,"Some People Some People Some People call it insane! Starting to like school again. Teachers are ok, and I know I have friends who would be there no matter what.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1787442446903712803,"/it's painful work to get in step with God and keep pace with Him--it means getting your SECOND WIND SPIRITUALLY!/""  ~Oswald Chambers""","[0, 0, 0, 0, 6, 0]"
-1998512927812911606,"today, I shall clean the room! (I <3 My Greek Man, even if he does try to hide dishes in nooks and crannies :P)","[0, 0, 0, 0, 0, 0, 0, 0]"
-3715670003247862208,"Finally cleaned//org'd her room, need to hang a few things up b4 I'm done :) not long. Talk bout not long, monday I will be spending in the labor & delivery room","[0, 0, 0, 0, 0]"
4367580215266890585,"A  son will hold your hand for only a little while, but will hold your  heart for a lifetime!! It's /Son's Week./"" If you have a son or sons who  makes your life worth living by just being around him//them...copy and  paste this to your wall""","[0, 4, 0, 0, 0, 0, 1, 0, 0]"
1798689907336757557,/It's the Christ we find out who we are and what we are living for. Long before we first heard of Christ... He had his eye on us,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5212343439868795956,"is going to do an indepth study of the back of my eye lids, dream about sunshine and blue skies......who knows when we'll get to see them again still forecasting rain, drizzle, fog, and chance of thunder showers :(","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8355254176929333340,woohoo tonight 600+page novel and the time change i am going to be having a long night :) and cells working too :) double happiness,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3892601622661862437,Just realized that she is in a class that she doesn't need!!! >:( Grrr....Two weeks too late to do anything about it.......crap.,"[0, 0, 0, 0, 0, 2]"
-3015253343144228838,Just spoke to Lara and the kids. Only just begining to get gusty. Lara visited the unit to get somemore gear to take back and the army guys there said they are expecting a metre of water to go through their unit. Lucky they ain't purchased much gear yet.,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
5592452946074290787,that shitty moment when you are trying to pull the covers up and your hand slips and you punch yourself in the face :P,"[4, 0, 0, 4, 2, 0, 4, 0, 2, 0]"
-3736817218105073943,"i can already taste the crisp tartness of autumn, i can already feel the dark earthy chill on my skin and in my bones...","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
8193939576839533968,"IMPORTANT! People change your profile pictures BACK TO YOU cause the  group that told us all to change our pictures to our fav cartoon  characters were a group of pedophiles. They're doing it because kids will  accept their requests if they see a cartoon pic, it's got nothing to do  with supporting child violence check the news tonight  & pass it on.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-85058025462490524,"/art is naked beauty displayed/""  /""beauty is in the eye of the beholder/""  /""that's a face only a mother could love/""  /""and man saw he was naked","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
-5459577651561727579,"Joan: They removed the privacy settings that allow you to choose who can and can't see your profile pic, which kinda creeps me out. Maybe I'll add a more professional pic later, but meh.","[0, 0, 0, 0, 0, 0, 0]"
-94513291320694278,"Tomorrow is my eighteenth birthday. In Ecuador you are legally an adult at eighteen. But the day after tomorrow I'm flying back to the U.S. and it'll another three years.   Either that's really great or it really stinks, I'm not sure which! But yay for my one day of being an adult!!! :D","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3356927167648316939,"Isn't sure about anything anymore, now that all that was certain is gone, except age and the progression of time. Are there plans to be made? No, because there is too much to doubt, and too much to change.","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
7011227032457211913,/Laistrygonians. The monsters in the gym. They're a race of giantcannibals who live in the north. Odysseus ran into them once,"[0, 0, 0, 4, 0, 0, 4, 0, 0, 0]"
-3675779251878451798,"/I have forced myself to contradict myself in order to avoid conforming to my own taste./"" _Marcel Duchamp  Character can be changed.""","[1, 0, 0, 1, 0, 0]"
971033153422373770,"Things i would like to do this summer: Take an art class at the college, successfully maintain a small garden, camp a lot, make a fun scrapbook of all my 200+ wedding pics 0.0, and read 5 books.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
542919458592531505,I've got a ticket to see Wicked in London and I have my Uncle Chet and Aunt Diane to thank for it. Thanks guys. BTW will be posting pictures of all travels soon!,"[0, 0, 0, 0, 0, 0, 2, 0]"
846016936635052048,"/If you want happiness for an hour -- take a nap. If you want happiness for a day -- go fishing. If you want happiness for a month -- get married. If you want happiness for a year -- inherit a fortune. If you want happiness for a lifetime -- help someone else./""   Chinese Proverb""","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
6815768558169706869,Off to go do AP US History homework. Let's see how long it lasts before I start to clean the house instead...,"[0, 0, 0, 0, 0, 0, 0, 0]"
4824582818826616886,"FIRST CONCERT YOU ATTENDED! Everyone please play! It'll be fun to see what your FB friends first concert was. Copy & paste this on your profile, then put your First Concert at the end of this sentence...MENDUDO","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
3818716347460823356,"Women fall in love by what they hear,  Men fall in love by what they see.  That's why Women wear make up and why Men lie..   watchatink??i guess its true.. hmp!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3937541739313228047,needs a drink. And it's only my Monday. And I got the swine flu vaccine and my arm is being a big friggin baby about it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3570023426414021948,suspended animation then now and forever... this was and is Gandhi's vision for India... fuck you both and the ones between you...,"[0, 2, 0, 0, 0, 0, 3, 0, 0, 0]"
-5411254186217845972,"How do u expect kids 2 listen 2 their parents when: Tarzan lives half naked, Cinderella goes home @12AM, Pinocchio lies all the time, Aladdin is the king of thieves, Batman drives at 320KM//h, Sleeping beauty is lazy & Snow White lives with 7 guys. We shouldn't be surprised if kids misbehave @ times... They pick all this up in storybooks! Re-post if u agree! ;-)","[0, 0, 0, 0]"
-8104919790360383365,"asks today's Jeopardy question from the category of /The Days of WWII/"" (and is now caught up):  On April 28","[0, 0, 0, 0, 0, 0]"
-686947084044103898,"is pissed that her ipod has crashed, when she has just put some music on the she really wants to listen to... gotta wait for it to discharge now :(","[0, 4, 0, 0, 0, 0, 0, 0, 0]"
3318243481010929662,Is Sick of people treating me as if I'm just there for when THEY need me...yet vanish completely when I need someone to talk to...Why am I not good enough to even get a 'goodbye' or even a lousy 'TTYL' before you go?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8409005293330505295,"There is little help you can do for people who won't help themselves, while there is so much they can do for themself!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2762848589899423655,"Showed up an hour late for soc. Though it was at 12, but it was really at 11. In other words, I caught the last 30 seconds of a gay dude speaking. No more wasted wednesdays.","[0, 2, 0, 4, 0, 0, 0, 2, 0, 0]"
-7532020030407040007,"is going to cuddle up under some covers, drink non alcoholic beverages, quit smoking and read a good book. Be jealous.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8591742151142135801,The one who loves you will not make you cry alone at night thinking about him//her. They will be right beside you telling you it will be alright.,"[4, 2, 0, 4, 4, 0, 0, 2, 0, 0]"
-8113807913795174861,I'm going to cry if we have to go to school tomorrow. I'm going to cry times two if fucking Reagan doesn't get delayed. <\3,"[0, 0, 0, 0, 0]"
-3785761913096692657,So today I was sitting in class reading something and suddenly my sight faded away and I nearly passed out. Random head rush for no reason. Dehydration...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2913480908500980969,is Wondering why certain Facebook Apps don't have a Family Block. My sister has just been suggested as a possible Valentine...?!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2339806247597674780,"I'm the hunter! Searchin' for love on these lonely streets, agaaaain! I'm a hunter, searchin' for things that I might never fiiiind, agaaaain! (WoOt Dokken! Been waiting to hear this song for FOREVER!!!)","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0]"
-2368600572010984305,Mandy and Matt's wedding was beautiful! It was fantastic to see my high school girls again! I love those friendships that feel comfortable even after years apart. :),"[0, 3, 0, 0, 0, 0, 0, 0, 0]"
-3781785375177977440,"Fate brought us together, my sisters. We're bound by destiny. I love you and you mean more to me than I can ever say. Thank you for everything.","[0, 4, 0, 0, 4, 6, 0, 4, 2]"
6119716289623248231,"┬öEven though you may want to move forward in your life, you may have one foot on the brakes. In order to be free, we must learn how to let go. Release the hurt. Release the fear. Refuse to entertain your old pain. The energy it takes to hang onto the past is holding you back from a new life. What is it you would let go of today?/ ~ Mary Manin Morrissey""","[3, 1, 4, 2, 2]"
